State Code,Facility Name,Number of Beds,Inpatient Revenue,Net Patient Revenue,Less Total Operating Expense,Inpatient PPS Amount,Allowable Bad Debts,Net Income from service to patients
VA,ATLANTIC SHORES,50.0,28722974.0,25497948.0,33277045.0,2277045.0,1705.0,-7779097.0
CA,INLAND CHRISTIAN HOME,109.0,11260494.0,11385568.0,11777742.0,771673.0,0.0,-392174.0
CA,HEARTWOOD AVENUE HEALTHCARE,57.0,6085120.0,3894982.0,4299867.0,1321641.0,4077.0,-404885.0
CT,ELM HILL NURSING CENTR  INC,120.0,7457955.0,6715605.0,8709531.0,899542.0,2597.0,-1993926.0
CT,TRINITY HILL CARE CENTER LLC,144.0,14437032.0,14134715.0,14481432.0,188978.0,0.0,-346717.0
CT,SPRINGS AT THE WATERMARK 3030 PARK,61.0,18323024.0,17697470.0,24214048.0,1186618.0,0.0,-6516578.0
CT,SPRINGS AT THE WATERMARK EAST HILL,96.0,16896625.0,16226231.0,21100403.0,2491648.0,0.0,-4874172.0
IL,HILLCREST RETIREMENT VILLAGE,140.0,9453647.0,9111043.0,10328489.0,1069251.0,11043.0,-1217446.0
MA,JEWISH NURSING HOME OF WESTERN MASS,200.0,18949896.0,17394692.0,19864980.0,3998278.0,4765.0,-2470288.0
MA,FOREMOST AT SHARON,66.0,7560671.0,6765381.0,6648129.0,3278412.0,0.0,117252.0
MA,SENIOR RESIDENTIAL CARE / KINGSTON,164.0,18327009.0,16744888.0,18264381.0,3813816.0,10203.0,-1519493.0
MA,OUR ISLAND HOME,45.0,4052518.0,4052518.0,8424223.0,490090.0,0.0,-4371705.0
MI,PINECREST MEDICAL CARE FACILITY,130.0,10518787.0,10063554.0,14612365.0,497484.0,2167.0,-4548811.0
MI,SAMARITAS SENIOR LIVING SAGINAW,92.0,7175454.0,6297137.0,10738787.0,746255.0,0.0,-4441650.0
MI,STERLING HEIGHTS OPCO  LLC,248.0,20055291.0,16357656.0,18045854.0,1477532.0,23627.0,-1688198.0
MI,LUTHERAN HOME OF FRANKENMUTH,112.0,8757866.0,7473487.0,7676368.0,1295741.0,0.0,-202881.0
MI,LUTHERAN HOME OF MONROE,122.0,11272579.0,9935666.0,9029518.0,1226555.0,0.0,906148.0
MI,TAYLOR OPCO  LLC,142.0,12652242.0,10526349.0,11095838.0,982485.0,21610.0,-569489.0
MI,NORLITE NURSING CENTER OF MARQUETTE,99.0,9709590.0,7584575.0,8603551.0,1612877.0,0.0,-1018976.0
MI,RESTHAVEN,145.0,23266817.0,17218408.0,17002333.0,1054436.0,0.0,216075.0
MI,AUSABLE VALLEY COMMUNITY,39.0,3984649.0,3889885.0,3917960.0,881559.0,0.0,-28075.0
MI,GREENFIELD REHAB AND NURSING CENTER,105.0,6704788.0,6079149.0,8618605.0,1687635.0,9416.0,-2539456.0
MI,SAMARITAS SENIOR LIVING GRAND RAPIDS,125.0,9229233.0,8565958.0,9913883.0,245569.0,0.0,-1347925.0
MI,RICHMOND OPCO  LLC,126.0,11088556.0,8821890.0,11180450.0,1505559.0,10520.0,-2358560.0
MI,PROMEDICA MONROE SKILLED NURSING & R,89.0,10516890.0,8406510.0,9541365.0,1644828.0,-3682.0,-1134855.0
MI,MENOMINEE HEALTH SERVICES,59.0,4330724.0,3047823.0,3727037.0,1023207.0,1825.0,-679214.0
MI,MEDILODGE OF MONTROSE,121.0,11085537.0,9253918.0,11596394.0,1368172.0,4641.0,-2342476.0
MN,VALLEY CARE & REHABILITATION LLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,HEALTH CARE CENTER OF GAYLORD LLC,42.0,4719848.0,3820310.0,4118186.0,244161.0,0.0,-297876.0
NH,MERRIMAC MEDICAL INVESTORS  LLC,101.0,28363381.0,20543722.0,18955721.0,4429587.0,13950.0,1588001.0
NY,COBBLE HILL HEALTH CENTER,364.0,66659047.0,43181176.0,50069804.0,7763168.0,8026.0,-6888628.0
NY,EGER HEALTH CARE & REHAB CENTER,378.0,60865208.0,42542427.0,50857597.0,11363008.0,0.0,-8315170.0
NY,ELDERWOOD AT NORTH CREEK,82.0,8093593.0,5479878.0,7864941.0,726493.0,0.0,-2385063.0
NY,MIDWAY NURSING HOME,200.0,21490237.0,16384065.0,20952750.0,3907910.0,24299.0,-4568685.0
NY,ELDERWOOD AT TICONDEROGA,84.0,10905445.0,7361149.0,8119460.0,1696869.0,358.0,-758311.0
NY,ELDERWOOD AT LOCKPORT,126.0,15031623.0,11584966.0,12317480.0,1691932.0,2933.0,-732514.0
NY,PRESBYTERIAN HOME FOR CNY,236.0,17090108.0,12718035.0,15824558.0,2240678.0,11424.0,-3106523.0
NY,UNITED ODD FELLOW & REBEKAH HOME,213.0,37128668.0,37128668.0,37029809.0,5730589.0,0.0,98859.0
NY,ELDERWOOD OF LAKESIDE AT BROCKPORT,120.0,17582872.0,12889209.0,13420041.0,1044361.0,5078.0,-530832.0
NY,SCHOFIELD CARE,120.0,17575400.0,12121315.0,14518700.0,1434192.0,0.0,-2397385.0
NY,JAMES G. JOHNSTON MEMORIAL NURSING,122.0,16355195.0,10725511.0,12976325.0,980090.0,0.0,-2250814.0
NY,ST. JOHNSVILLE REHAB & NURSING CTR.,120.0,14543524.0,10869414.0,11004551.0,1628963.0,0.0,-135137.0
NY,NORTHEAST CENTER,280.0,44903705.0,28097738.0,31042981.0,1586037.0,20690.0,-2945243.0
RI,ST. ELIZABETH HOME  EAST GREENWICH,162.0,23198755.0,16884824.0,21174813.0,1802983.0,0.0,-4289989.0
RI,BRENTWOOD HEALTH CENTER  LTD.,96.0,9167455.0,8622664.0,9143137.0,1589551.0,0.0,-520473.0
RI,CRESTWOOD NURSING & REHAB CENTER,76.0,5953358.0,4266078.0,4882032.0,543223.0,0.0,-615954.0
RI,HARRIS HEALTH CENTER  LLC,31.0,2745744.0,2534947.0,3189279.0,523110.0,0.0,-654332.0
WI,ROCKY KNOLL HEALTH CARE CENTER,149.0,14117305.0,9347203.0,13421269.0,896605.0,0.0,-4074066.0
WI,BLOOMFIELD MANOR,50.0,3819723.0,3812334.0,5310106.0,610170.0,0.0,-1497772.0
WI,GRANCARE NURSING CENTER,64.0,6047022.0,4963764.0,5203620.0,516023.0,0.0,-239856.0
WI,GOOD SHEPHERD SERVICES  LTD,50.0,3447046.0,8021101.0,9747303.0,344924.0,0.0,-1726202.0
WI,HARBOR HAVEN HEALTH & REHABILITATION,85.0,8935859.0,8905127.0,10542461.0,2604181.0,0.0,-1637334.0
WI,HOMESTEAD HEALTH SERVICES,60.0,4418871.0,3031782.0,3308437.0,420154.0,0.0,-276655.0
WI,CEDARBURG HEALTH SERVICES,78.0,10951286.0,8117090.0,7262277.0,1057016.0,1855.0,854813.0
WI,LITTLE CHUTE HEALTH SERVICES,86.0,6503410.0,4048626.0,4191186.0,605831.0,0.0,-142560.0
WI,HERITAGE HEALTH SERVICES,74.0,6037178.0,3825109.0,4624219.0,788440.0,6481.0,-799110.0
WI,MEADOW VIEW HEALTH SERVICES,50.0,4627693.0,2849020.0,3525913.0,320724.0,5456.0,-676893.0
WI,MORNINGSIDE HEALTH SERVICES,50.0,3842365.0,2793545.0,3698981.0,554957.0,9066.0,-905436.0
WI,NORSELAND NURSING HOME,59.0,3812313.0,3616229.0,4396233.0,245543.0,0.0,-780004.0
WI,SOLDIERS GROVE HEALTH SERVICES,50.0,5742237.0,4306022.0,3968944.0,947542.0,0.0,337078.0
WI,MARINUKA MANOR,50.0,3210216.0,2958623.0,3576232.0,554760.0,0.0,-617609.0
WI,CORNELL HEALTH SERVICES,50.0,4895709.0,3658932.0,3561656.0,1190884.0,11526.0,97276.0
TX,MIDLOTHIAN HEALTHCARE CENTER,120.0,5784406.0,5861462.0,6808285.0,2543167.0,92359.0,-946823.0
AZ,PEORIA HEALTHCARE  INC.,157.0,17061758.0,19092723.0,16296341.0,3024631.0,33706.0,2796382.0
AR,SOMERSET SENIOR LIVING AT CROSSETT,83.0,4090189.0,4242152.0,4073480.0,1654688.0,0.0,168672.0
CA,MANNING GARDENS,59.0,6393268.0,5638964.0,6262590.0,464673.0,0.0,-623626.0
CA,LONG BEACH CARE CENTER,163.0,15781063.0,17445380.0,15663467.0,6040977.0,21890.0,1781913.0
CT,CHELSEA PLACE CARE CENTER LLC,234.0,21542669.0,21132405.0,20415015.0,350108.0,0.0,717390.0
FL,EAST RIDGE RETIREMENT VILLAGE   INC.,195.0,19351444.0,17584429.0,30298133.0,2006196.0,50004.0,-12713704.0
GA,BAINBRIDGE HEALTHCARE,100.0,6851000.0,6631403.0,6595683.0,1486985.0,297745.0,35720.0
IN,ST. CHARLES HEALTH CAMPUS,108.0,9497592.0,8124072.0,7672445.0,3384606.0,72688.0,451627.0
IA,KAHL HOME FOR THE AGED,135.0,9154242.0,8327970.0,12825103.0,1491452.0,0.0,-4497133.0
IA,MORNING SUN CARE CENTER,50.0,2532851.0,2532851.0,3046387.0,464864.0,61258.0,-513536.0
IA,WILLOWDALE WELLNESS CENTER,50.0,2863968.0,2863968.0,2966585.0,513057.0,33111.0,-102617.0
IA,WESTVIEW CARE CENTER,71.0,4018404.0,4018404.0,4475297.0,757350.0,36231.0,-456893.0
IA,OAKWOOD CARE CENTER,90.0,5154537.0,5154537.0,4962030.0,1023275.0,33995.0,192507.0
IA,COLONIAL MANOR OF ELMA,57.0,3190666.0,3190666.0,3196106.0,821367.0,34113.0,-5440.0
IA,SOUTHFIELD WELLNESS COMMUNITY,88.0,4373509.0,4373509.0,6107262.0,583565.0,37240.0,-1733753.0
IA,HIAWATHA CARE CENTER,109.0,12959956.0,11240459.0,11052187.0,2740826.0,37339.0,188272.0
KS,BUHLER SUNSHINE HOME,55.0,6777974.0,6234247.0,6261233.0,648084.0,5194.0,-26986.0
MD,PLEASANT VIEW NRSING HM OF MT. AIRY,104.0,8357909.0,7992845.0,8439490.0,349309.0,0.0,-446645.0
MI,SAMARITAS SENIOR LIVING CADILLAC,131.0,8868118.0,8868118.0,10407083.0,1408293.0,0.0,-1538965.0
MI,SCHNEPP HEALTH CARE CENTER,97.0,12718658.0,10076522.0,10406957.0,1298305.0,0.0,-330435.0
MI,BAY SHORES NURSING CENTER LLC,126.0,16703100.0,10677022.0,11565036.0,3421453.0,1015.0,-888014.0
MN,GOOD SAMARITAN SOCIETY MAPLEWOOD,71.0,13192996.0,9053425.0,9037530.0,1120385.0,10883.0,15895.0
MN,ST. ANTHONY NURSING HOME L.P.,138.0,11948569.0,11973008.0,12801053.0,1531352.0,4081.0,-828045.0
MN,GOOD SAMARITAN SOCIETY COMFORCARE,45.0,7885210.0,5827454.0,5431157.0,1442791.0,18721.0,396297.0
MN,HILLTOP HEALTH CARE CENTER,50.0,7219796.0,6725480.0,7957780.0,1041275.0,0.0,-1232300.0
MN,GOOD SAMARITAN SOCIETY BATTLE LAKE,83.0,7637273.0,6824439.0,6744784.0,609851.0,0.0,79655.0
MO,REDWOOD OF KANSAS CITY SOUTH,100.0,1598751.0,1315048.0,1537103.0,228751.0,20091.0,-222055.0
MO,LAVERNA SENIOR LIVING,120.0,5973827.0,5559806.0,5375226.0,994177.0,9090.0,184580.0
OK,WOODVIEW HOME  INC.,68.0,3096002.0,3096002.0,2804462.0,178711.0,10814.0,291540.0
OK,LINWOOD VILLAGE NURSING & RETIREMENT,67.0,2604606.0,2556253.0,2427591.0,426984.0,7568.0,128662.0
PA,NIGHTINGALE NURSING & REHAB CENTER,139.0,8231846.0,7742928.0,8140608.0,1168888.0,0.0,-397680.0
PA,GREEN RIDGE HEALTHCARE GROUP  LLC,95.0,11789524.0,8275919.0,9426164.0,1349513.0,27798.0,-1150245.0
PA,CHANDLER HALL,52.0,19248782.0,17013367.0,21127003.0,1724345.0,0.0,-4113636.0
PA,BETHANY VILLAGE,169.0,31266780.0,28286361.0,35219381.0,756425.0,0.0,-6933020.0
PA,NOTTINGHAM VILLAGE,121.0,21943031.0,15305208.0,18163410.0,1893768.0,14080.0,-2858202.0
PA,WESTMORELAND MANOR,408.0,34001550.0,29692223.0,47632956.0,591182.0,25966.0,-17940733.0
PA,SL VILLAGE AT SHREWSBURY,100.0,15583303.0,12215821.0,13654591.0,929899.0,5565.0,-1438770.0
PA,MANCHESTER COMMONS,158.0,16428707.0,12052850.0,13492411.0,996365.0,10916.0,-1439561.0
PA,HAVEN CONVALESCENT HOME,91.0,6989503.0,6260601.0,8133082.0,256702.0,3457.0,-1872481.0
PA,SL VILLAGE AT UTZ TERRACE,40.0,11296608.0,9754566.0,13075053.0,281736.0,0.0,-3320487.0
PA,CHATHAM ACRES HEALTHCARE GROUP  INC.,120.0,14639085.0,9270242.0,11476863.0,1134387.0,23877.0,-2206621.0
PA,WONDMOOR HILLS REHAB & NURSING CTR,76.0,9516519.0,7456786.0,8460038.0,3191581.0,0.0,-1003252.0
PA,PROMEDICA TOTAL REHAB + EXTON,120.0,22816609.0,13848066.0,17230205.0,8185117.0,0.0,-3382139.0
SD,MENNO OLIVET CARE CENTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,BRIGHT GLADE HEALTH AND REHABILITATI,77.0,9261298.0,6901595.0,8303338.0,1662619.0,204627.0,-1401743.0
CA,ANAHEIM CREST NURSING CENTER,83.0,11144417.0,10927786.0,10062704.0,3831087.0,880.0,865082.0
CA,RICHMOND POST ACUTE CARE,34.0,6963234.0,7892075.0,6071106.0,1627466.0,0.0,1820969.0
CA,DEL RIO CONVALESCENT HOSPITAL,99.0,9848824.0,10320892.0,11193985.0,4724873.0,0.0,-873093.0
TX,PASADENA CARE CENTER,116.0,7084697.0,5078884.0,7361987.0,293149.0,7821.0,-2283103.0
AZ,GLENDALE HEALTHCARE ASSOCIATES  LLC,170.0,20319948.0,21673540.0,17075313.0,2644037.0,18841.0,4598227.0
AZ,HAVEN OF CAMP VERDE,60.0,6335978.0,4662589.0,4891376.0,1221568.0,15211.0,-228787.0
AR,ARKANSAS NURSING AND REHABILITATION,173.0,8074498.0,7351255.0,7560794.0,2558199.0,94222.0,-209539.0
AR,ALCOA PINES HEALTH AND REHAB,120.0,7912846.0,6749089.0,6861159.0,1373787.0,31532.0,-112070.0
CA,HEARTS AND HANDS POST ACUTE CARE,144.0,13754406.0,13096782.0,12441757.0,3821089.0,0.0,655025.0
CA,HORIZON HEALTH AND SUB-ACUTE,180.0,19699199.0,19641447.0,20355288.0,3118273.0,0.0,-713841.0
CA,WATSONVILLE NURSING CENTER,87.0,9731380.0,10958549.0,9393632.0,3795085.0,1272.0,1564917.0
CA,FULTON GARDENS POST ACUTE,116.0,10746437.0,10081546.0,12024261.0,1806926.0,0.0,-1942715.0
CA,ARDEN POST ACUTE REHAB,177.0,12895596.0,12895596.0,12829124.0,2909730.0,7945.0,66472.0
CA,BROADWAY HEALTHCARE CENTER,59.0,7144065.0,7249012.0,6538384.0,2126859.0,5695.0,710628.0
CA,PACIFIC VILLA,99.0,14911822.0,11618190.0,11534163.0,4574527.0,16693.0,84027.0
CO,LIFE CARE CENTER OF WESTMINSTER,118.0,9192177.0,8096338.0,9946618.0,470092.0,3896.0,-1850280.0
CT,COUNTRYSIDE MANOR,90.0,18242590.0,9715119.0,10925758.0,1311026.0,5865.0,-1210639.0
FL,PLAZA WEST HEALTH CENTER,224.0,43608359.0,34355789.0,45228552.0,4546637.0,118156.0,-10872763.0
FL,FREEDOM SQUARE HEALTH CARE CENTER,264.0,32024291.0,26331919.0,35909700.0,2782238.0,253030.0,-9577781.0
HI,CRAIGSIDE RET RES (15 CRAIGSIDE),41.0,6291371.0,6128190.0,7522501.0,125367.0,0.0,-1394311.0
ID,BRIDGEVIEW ESTATES,116.0,9289463.0,8727537.0,9429596.0,940707.0,13822.0,-702059.0
IL,HERITAGE MANOR-CHILLICOTHE  LLC,106.0,9366738.0,6818088.0,7364940.0,2013512.0,11136.0,-546852.0
IL,MILLER HEALTHCARE CENTER,160.0,14855947.0,11598574.0,12033470.0,4498736.0,0.0,-434896.0
IL,HEARTHSTONE MANOR,73.0,12015404.0,10835788.0,14305607.0,1729294.0,0.0,-3469819.0
IL,LSS - CONCORDIA VILLAGE,62.0,8011014.0,6698426.0,21427452.0,1182278.0,0.0,-14729026.0
IN,HERITAGE HOUSE OF NEW CASTLE,95.0,4318455.0,5033515.0,6588241.0,2102157.0,205220.0,-1554726.0
IN,HERITAGE HOUSE OF GREENSBURG,100.0,4122687.0,4737151.0,5267613.0,813994.0,52741.0,-530462.0
IN,BROWN COUNTY HEALTH & LIVING COMMUNI,117.0,18033986.0,13840888.0,13477582.0,2436098.0,240209.0,363306.0
IN,BETHANY POINTE HEALTH CAMPUS,144.0,10779634.0,9411659.0,9793120.0,3040220.0,86783.0,-381461.0
IN,WOODBRIDGE HEALTH CAMPUS,95.0,10194823.0,8931569.0,7976228.0,2401558.0,69278.0,955341.0
IN,THORNTON TERRACE HEALTH CAMPUS,83.0,6342555.0,5654230.0,5735968.0,1493558.0,63236.0,-81738.0
IN,MILL POND HEALTH CAMPUS,107.0,9019137.0,8034831.0,7095353.0,2217069.0,83109.0,939478.0
IN,WELLBROOKE OF WABASH,114.0,9014472.0,7696150.0,8562495.0,2771957.0,80914.0,-866345.0
IN,RIVER TERRACE HEALTH CAMPUS,89.0,8981434.0,7467537.0,7565444.0,3124866.0,47197.0,-97907.0
IA,HARMONY HOUSE CARE CENTER,124.0,11579858.0,11579858.0,10578554.0,130686.0,26147.0,1001304.0
IA,WESLEY - THE VILLAGE,54.0,6657328.0,5438659.0,10651918.0,1205990.0,1670.0,-5213259.0
IA,EAGLE POINT NURSING & REHAB CENTER,90.0,3124989.0,2145461.0,2730601.0,334231.0,3710.0,-585140.0
IA,ABCM REHAB CTRS OF INDEPENDENCE WEST,86.0,3545385.0,3545385.0,3647746.0,288894.0,14579.0,-102361.0
IA,MANOR HOUSE CARE CENTER,72.0,3315740.0,3315740.0,4253333.0,269141.0,4328.0,-937593.0
IA,BLOOMFIELD CARE CENTER,91.0,3769461.0,3769461.0,4771422.0,225240.0,24454.0,-1001961.0
IA,GUTTENBERG CARE CENTER,93.0,3463334.0,3463334.0,3914312.0,826936.0,17080.0,-450978.0
IA,PARK VIEW CARE CENTER,77.0,3426328.0,3426328.0,4097567.0,760998.0,17252.0,-671239.0
IA,MAPLE MANOR CARE CENTER,50.0,1744457.0,1744457.0,2228314.0,235496.0,5856.0,-483857.0
IA,CONCORD CARE CENTER,66.0,4438059.0,4438059.0,3919554.0,641360.0,12215.0,518505.0
IA,SCENIC MANOR,89.0,8502019.0,7506924.0,7386308.0,676692.0,28960.0,120616.0
KS,SUNPORCH OF DODGE CITY,45.0,3025951.0,3025951.0,3171491.0,413012.0,18365.0,-145540.0
KS,CHEYENNE COUNTY VILLAGE,30.0,3136125.0,3076834.0,3437100.0,416881.0,25599.0,-360266.0
KS,HOLIDAY RESORT OF SALINA,60.0,4485179.0,3821837.0,4614436.0,1144007.0,47843.0,-792599.0
KS,WESTWOOD MANOR,54.0,4916256.0,3682765.0,3943089.0,975182.0,99060.0,-260324.0
KS,RANCH HOUSE SENIOR LIVING,60.0,4767800.0,4191435.0,5151870.0,1183714.0,33510.0,-960435.0
KS,SUNPORCH OF SMITH COUNTY,22.0,2497703.0,2475874.0,2775990.0,93067.0,0.0,-300116.0
LA,GARDEN COURT HEALTH & REHAB,77.0,3709561.0,3297903.0,4645317.0,1509769.0,262282.0,-1347414.0
LA,HERITAGE MANOR HEALTH AND REHAB. CTR,120.0,4963834.0,3593768.0,4985518.0,888253.0,269627.0,-1391750.0
LA,HERITAGE MANOR OF FRANKLINTON,121.0,11138769.0,8964721.0,8705380.0,2936963.0,656166.0,259341.0
LA,VIVIAN HEALTHCARE CENTER,95.0,3233696.0,4554750.0,4717498.0,385724.0,80857.0,-162748.0
ME,HAWTHORNE HOUSE,95.0,11528361.0,9001448.0,9338501.0,559835.0,880.0,-337053.0
ME,PINNACLE GROUP OF HUDSON VALLEY LLC,114.0,8655719.0,5915350.0,7144543.0,754479.0,18265.0,-1229193.0
ME,SEAL ROCK HEALTHCARE,105.0,12423159.0,10309490.0,11615017.0,2132878.0,18470.0,-1305527.0
ME,SAINT ANDRE HEALTH CARE FACILITY,96.0,12873727.0,9940687.0,10200533.0,2315921.0,29390.0,-259846.0
ME,GORHAM HEALTH CARE  INC,146.0,15998838.0,14647821.0,16041033.0,756341.0,2226.0,-1393212.0
MD,RIDERWOOD VILLAGE  INC.,117.0,14984866.0,13619225.0,132395780.0,3979755.0,0.0,-118776555.0
MA,VERO HEALTH & REHAB AMESBURY,124.0,12528528.0,8487949.0,10552999.0,1442099.0,0.0,-2065050.0
MA,DWYER HOME,50.0,8981657.0,7048674.0,9523683.0,3864266.0,0.0,-2475009.0
MI,INGHAM COUNTY MEDICAL CARE FACILITY,236.0,36472400.0,28902160.0,32662885.0,2508103.0,0.0,-3760725.0
MI,LAPEER COUNTY MCF,202.0,22181625.0,22771227.0,26944654.0,682805.0,0.0,-4173427.0
MI,GRAND TRAVERSE MEDICAL CARE FACILITY,216.0,22405405.0,19398216.0,27189281.0,1416490.0,0.0,-7791065.0
MI,SOUTHFIELD OPCO LLC,182.0,15658306.0,13548981.0,13419293.0,1184925.0,1194.0,129688.0
MI,HAMILTON NURSING HOME,64.0,9495943.0,5558299.0,6067450.0,413766.0,1005.0,-509151.0
MI,SHELBY HEALTH & REHABILITATION,212.0,29637463.0,23673442.0,26751335.0,9548585.0,20956.0,-3077893.0
MI,ADVANTAGE LIVING WARREN,134.0,13829574.0,12597643.0,13372037.0,2590493.0,0.0,-774394.0
MI,EVERGREEN HEALTH AND REHABILITATION,172.0,20301621.0,18729800.0,21269043.0,5808577.0,0.0,-2539243.0
MI,WELLBRIDGE OF BRIGHTON LLC,88.0,20897416.0,10573647.0,10612226.0,3310150.0,25155.0,-38579.0
MI,WELLBRIDGE OF NOVI,100.0,22117000.0,10481914.0,11826381.0,4424019.0,21293.0,-1344467.0
MI,WELLBRIDGE OF ROMEO LLC,124.0,22450858.0,12201180.0,12997105.0,2779137.0,2258.0,-795925.0
MI,WELLBRIDGE OF FENTON LLC,100.0,14861679.0,7913417.0,9411010.0,1644965.0,14613.0,-1497593.0
MN,GOOD SAMARITAN SOCIETY STILLWATER,68.0,6391113.0,5021648.0,5328087.0,521776.0,18351.0,-306439.0
MN,GOOD SAMARITAN SOCIETY WINTHROP,32.0,3347498.0,2895890.0,3194457.0,396858.0,23470.0,-298567.0
MS,HILLTOP MANOR HEALTH & REHAB CTR,60.0,7258983.0,5191088.0,5090968.0,1959009.0,444758.0,100120.0
MS,THE OAKS REHAB. & HEALTHCARE CENTER,82.0,8411475.0,5746104.0,6989013.0,1550103.0,425291.0,-1242909.0
MS,UNION COUNTY HEALTH AND REHAB CENTER,60.0,6046175.0,5205630.0,5183043.0,2240558.0,296997.0,22587.0
MO,JOPLIN HEALTH AND REHAB CENTER,120.0,9130311.0,9039903.0,10110058.0,2966617.0,525318.0,-1070155.0
MO,BAISCH NURSING CENTER,79.0,2923508.0,2995145.0,3828163.0,457067.0,33652.0,-833018.0
MO,PEARLS II EDEN FOR ELDERS,60.0,2203158.0,2231238.0,2625254.0,223846.0,52244.0,-394016.0
MO,WINCHESTER NURSING CENTER INC,44.0,3491521.0,2746345.0,2918462.0,608519.0,97780.0,-172117.0
MO,ARROWHEAD SENIOR LIVING COMMUNITY,80.0,4729881.0,3598959.0,4689799.0,1742433.0,47730.0,-1090840.0
MT,CENTRAL MONTANA NURSING & REHAB,62.0,4831980.0,3297065.0,3212656.0,148387.0,15488.0,84409.0
MT,HOT SPRINGS HEALTH & REHAB CENTER,35.0,5087378.0,3398782.0,3141557.0,708676.0,26366.0,257225.0
NE,BUTTE HEALTHCARE CENTER,40.0,2430040.0,2376972.0,2553838.0,713923.0,24904.0,-176866.0
NV,WHITE PINE CARE CENTER,97.0,3194765.0,4586912.0,4212584.0,1373136.0,69104.0,374328.0
NH,MERRIMACK COUNTY NURSING HOME,290.0,23436534.0,23436534.0,33819524.0,715375.0,0.0,-10382990.0
NJ,CLARK NURSING & REHABILITATION CTR,140.0,15911381.0,11312314.0,13727281.0,2233151.0,20130.0,-2414967.0
NJ,SUNNYSIDE MANOR,152.0,13651282.0,12341908.0,13854847.0,539417.0,5025.0,-1512939.0
NJ,BOONTON CARE CENTER,117.0,9186528.0,8304814.0,8597061.0,1974939.0,0.0,-292247.0
NJ,VICTORIA MANOR,120.0,9551588.0,8756479.0,12454202.0,2149835.0,15863.0,-3697723.0
NM,VIDA ENCNATADA NURSING & REHAB,102.0,6026820.0,6042102.0,7521720.0,677487.0,20825.0,-1479618.0
NY,HEBREW HOME FOR THE AGED/RIVERDALE,751.0,77076628.0,85047926.0,113352456.0,12963115.0,0.0,-28304530.0
NY,SRN CORPORATION,300.0,37032728.0,37032728.0,48232075.0,7383855.0,0.0,-11199347.0
NY,CHASE MEMORIAL NURSING HOME,80.0,7916452.0,4646684.0,5959975.0,693054.0,0.0,-1313291.0
NY,AUBURN SENIOR SERVICES,300.0,39891548.0,25575028.0,27624445.0,6195620.0,0.0,-2049417.0
NY,WASHINGTON CTRS FOR REHAB & HEALTH,122.0,16380969.0,14754875.0,12494221.0,1743001.0,2783.0,2260654.0
NY,BEECHWOOD HEALTH CARE CENTER,272.0,42181553.0,27555351.0,30152105.0,2506443.0,0.0,-2596754.0
NY,CHEMUNG COUNTY NURSING FACILITY,200.0,14912928.0,14912928.0,16733069.0,1221235.0,0.0,-1820141.0
NY,THE JEWISH HOME AND HOSPITAL,514.0,77414131.0,78187000.0,99784582.0,17047281.0,0.0,-21597582.0
NY,IDEAL SENIOR LIVING CENTER  INC.,150.0,16224974.0,9107780.0,15955634.0,1223400.0,0.0,-6847854.0
NY,BAPTIST HEALTH NURSING & REHAB CTR,262.0,30979427.0,18546622.0,21887929.0,2029497.0,0.0,-3341307.0
OH,PICKERINGTON NURSING & REHAB,96.0,11492500.0,7832135.0,7773159.0,1257467.0,17490.0,58976.0
RI,LINCOLNWOOD OPERATOR LLC,210.0,14903044.0,14190666.0,13611352.0,2842674.0,350.0,579314.0
RI,BAYVIEW OPERATOR LLC,120.0,4539851.0,4218830.0,4561218.0,1629526.0,0.0,-342388.0
SC,THE PLACE AT PEPPER HILL LLC,125.0,5213855.0,4356825.0,6316425.0,613146.0,29283.0,-1959600.0
SD,TEKAKWITHA LIVING CENTER,50.0,3613800.0,3318508.0,3319763.0,695817.0,0.0,-1255.0
SD,ABERDEEN HEALTH & REHAB CENTER,75.0,5311640.0,5181057.0,6349512.0,1460982.0,0.0,-1168455.0
SD,RIVERVIEW MANOR,63.0,5782824.0,3908772.0,4350611.0,902030.0,0.0,-441839.0
WA,UNIVERSITY PLACE REHAB CENTER,120.0,1702503.0,1452523.0,2762491.0,242995.0,43239.0,-1309968.0
WI,ST. MARYS CARE CENTER,184.0,20202999.0,14043728.0,23023923.0,2591717.0,0.0,-8980195.0
WI,ST CLARE MEADOWS CARE CENTER,102.0,10054861.0,8275450.0,11607277.0,1795739.0,0.0,-3331827.0
WI,ST CROIX HEALTH CENTER,50.0,3346412.0,3499942.0,7464601.0,991880.0,0.0,-3964659.0
WI,NEWCARE  INC.,43.0,5105918.0,4936916.0,4924525.0,537010.0,0.0,12391.0
WI,BRIA OF TRINITY VILLAGE,87.0,16563263.0,13115104.0,12683044.0,1413847.0,20523.0,432060.0
WI,THE CHRISTIAN HOME & REHAB INC.,50.0,6110455.0,5042400.0,9694388.0,175941.0,0.0,-4651988.0
WI,ST. FRANCIS HOME,107.0,12749803.0,10727252.0,14820153.0,709599.0,0.0,-4092901.0
WI,DOVE HEALTHCARE - SOUTH,34.0,5343137.0,4663409.0,5037636.0,3005429.0,0.0,-374227.0
